dataset,track_id,segment_id,split,start_s,end_s,duration_s,x_rms,x_peak,y_rms,y_peak,intent_mse,intent_cosine_sim,has_y_hat,y_hat_path,y_hat_rms,y_hat_peak,y_hat_snr,intent_error,renderer_quality_error,y_is_silent,renderer_target_all_zero,has_situation,situation_path,situation_shape,situation_is_finite,situation_min,situation_max,situation_mean,situation_std,has_intent_targets,intent_targets_path,intent_targets_shape,intent_targets_is_finite,intent_targets_min,intent_targets_max,intent_targets_mean,intent_targets_std,has_intent_pred,intent_pred_path,intent_pred_shape,intent_pred_is_finite,intent_pred_min,intent_pred_max,intent_pred_mean,intent_pred_std,has_renderer_target,renderer_target_path,renderer_target_shape,renderer_target_is_finite,renderer_target_min,renderer_target_max,renderer_target_mean,renderer_target_std,has_renderer_tokens,renderer_tokens_path,renderer_tokens_shape,renderer_tokens_is_finite,renderer_tokens_min,renderer_tokens_max,renderer_tokens_mean,renderer_tokens_std,token_min_id,token_max_id,expected_intent_frames,actual_intent_frames,alignment_ok,notes
slakh,Track00012,Track00012_4101300,train,93.0,99.0,6.0,0.06221969213134659,0.45248931646347046,0.08382058274260452,0.5088211297988892,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00013,Track00013_8731800,train,198.0,204.0,6.0,0.07043797987700695,0.3548576831817627,0.04558531426225035,0.2391767054796219,,,0,,,,,,,0,0,1,segments/slakh/Track00013/Track00013_8731800/situation.npy,"(32,)",True,-0.9727586507797241,0.9893617033958435,0.3117105960845947,0.3737088739871979,1,segments/slakh/Track00013/Track00013_8731800/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.258023738861084,0.21386563777923584,0,,,,,,,,1,segments/slakh/Track00013/Track00013_8731800/renderer_target.npy,"(599, 882)",True,-0.22852304577827454,0.2391767054796219,-0.0002348402194911614,0.04560704156756401,0,,,,,,,,,,60,60,1,
slakh,Track00001,Track00001_661500,train,15.0,21.0,6.0,0.07840524677088435,0.48790666460990906,0.07840761735556621,0.37574413418769836,,,0,,,,,,,0,0,1,segments/slakh/Track00001/Track00001_661500/situation.npy,"(32,)",True,0.0,0.996492862701416,0.38799476623535156,0.32242074608802795,1,segments/slakh/Track00001/Track00001_661500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.28230738639831543,0.23797684907913208,0,,,,,,,,1,segments/slakh/Track00001/Track00001_661500/renderer_target.npy,"(599, 882)",True,-0.3500535786151886,0.37574413418769836,-0.00010170351015403867,0.0784427672624588,0,,,,,,,,,,60,60,1,
slakh,Track00008,Track00008_1058400,train,24.0,30.0,6.0,0.03537575594417981,0.30134907364845276,0.07817515505476433,0.3366261124610901,,,0,,,,,,,0,0,1,segments/slakh/Track00008/Track00008_1058400/situation.npy,"(32,)",True,-0.7847993969917297,1.3937721252441406,0.3177034854888916,0.43607765436172485,1,segments/slakh/Track00008/Track00008_1058400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.32711562514305115,0.23910528421401978,0,,,,,,,,1,segments/slakh/Track00008/Track00008_1058400/renderer_target.npy,"(599, 882)",True,-0.3366261124610901,0.28435203433036804,-0.0002712054701987654,0.07816080749034882,0,,,,,,,,,,60,60,1,
slakh,Track00020,Track00020_1323000,val,30.0,36.0,6.0,0.07047347488624234,0.522541880607605,0.08311710786414019,0.4302743971347809,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00006,Track00006_5821200,train,132.0,138.0,6.0,0.05539275575174841,0.46224072575569153,0.10065925899314869,0.4617471396923065,,,0,,,,,,,0,0,1,segments/slakh/Track00006/Track00006_5821200/situation.npy,"(32,)",True,-0.9727586507797241,1.3611478805541992,0.38100409507751465,0.4460975229740143,1,segments/slakh/Track00006/Track00006_5821200/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3337922990322113,0.26961806416511536,0,,,,,,,,1,segments/slakh/Track00006/Track00006_5821200/renderer_target.npy,"(599, 882)",True,-0.4617471396923065,0.43067219853401184,-0.0002532418875489384,0.10066672414541245,0,,,,,,,,,,60,60,1,
slakh,Track00016,Track00016_3572100,train,81.0,87.0,6.0,0.09130847121679936,0.4780920147895813,0.08594660200478077,0.4137224853038788,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00010,Track00010_3307500,train,75.0,81.0,6.0,0.06513759021785591,0.5583749413490295,0.07380526147516288,0.3828143775463104,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00020,Track00020_6615000,val,150.0,156.0,6.0,0.05480214208301113,0.5831896662712097,0.06550652634061052,0.3398181200027466,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00008,Track00008_2381400,train,54.0,60.0,6.0,0.03379707309703275,0.3195118308067322,0.07477118773169886,0.34090012311935425,,,0,,,,,,,0,0,1,segments/slakh/Track00008/Track00008_2381400/situation.npy,"(32,)",True,-0.7847993969917297,1.2749491930007935,0.40561389923095703,0.42527511715888977,1,segments/slakh/Track00008/Track00008_2381400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.36702224612236023,0.24739839136600494,0,,,,,,,,1,segments/slakh/Track00008/Track00008_2381400/renderer_target.npy,"(599, 882)",True,-0.3210406005382538,0.34090012311935425,0.00011100088886450976,0.07474412769079208,0,,,,,,,,,,60,60,1,
slakh,Track00020,Track00020_3836700,val,87.0,93.0,6.0,0.052563673800035605,0.5782428979873657,0.07163751980593298,0.3166191875934601,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00013,Track00013_264600,train,6.0,12.0,6.0,0.06754594889232308,0.6780595183372498,0.04642168434578605,0.21498431265354156,,,0,,,,,,,0,0,1,segments/slakh/Track00013/Track00013_264600/situation.npy,"(32,)",True,-0.9727586507797241,1.217939853668213,0.42098402976989746,0.4465658962726593,1,segments/slakh/Track00013/Track00013_264600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.24948695302009583,0.2560961842536926,0,,,,,,,,1,segments/slakh/Track00013/Track00013_264600/renderer_target.npy,"(599, 882)",True,-0.21498431265354156,0.2053443044424057,-0.00011383961100364104,0.046424128115177155,0,,,,,,,,,,60,60,1,
slakh,Track00006,Track00006_661500,train,15.0,21.0,6.0,0.07232986664373069,0.5999969244003296,0.0780004024614292,0.3562433123588562,,,0,,,,,,,0,0,1,segments/slakh/Track00006/Track00006_661500/situation.npy,"(32,)",True,-0.9727586507797241,1.1065285205841064,0.25411927700042725,0.4219871759414673,1,segments/slakh/Track00006/Track00006_661500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3856620490550995,0.23867464065551758,0,,,,,,,,1,segments/slakh/Track00006/Track00006_661500/renderer_target.npy,"(599, 882)",True,-0.3562433123588562,0.3541511595249176,-0.00015468188212253153,0.07793673872947693,0,,,,,,,,,,60,60,1,
slakh,Track00006,Track00006_2910600,train,66.0,72.0,6.0,0.06223221147673205,0.5310363173484802,0.06747083470250026,0.4704529643058777,,,0,,,,,,,0,0,1,segments/slakh/Track00006/Track00006_2910600/situation.npy,"(32,)",True,-0.7847993969917297,1.3495343923568726,0.32756859064102173,0.411300927400589,1,segments/slakh/Track00006/Track00006_2910600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.33430153131484985,0.20502535998821259,0,,,,,,,,1,segments/slakh/Track00006/Track00006_2910600/renderer_target.npy,"(599, 882)",True,-0.4704529643058777,0.36036697030067444,-0.00013489462435245514,0.06749572604894638,0,,,,,,,,,,60,60,1,
slakh,Track00010,Track00010_1852200,train,42.0,48.0,6.0,0.07307175114903963,0.5392804145812988,0.05582270746838812,0.41226768493652344,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00015,Track00015_3836700,test,87.0,93.0,6.0,0.061749886030284806,0.6303134560585022,0.07277052099052825,0.3593750298023224,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00012,Track00012_3439800,train,78.0,84.0,6.0,0.058864757123513196,0.4821465313434601,0.07873283088732778,0.4596220552921295,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00012,Track00012_7938000,train,180.0,186.0,6.0,0.06473129152090483,0.5333465933799744,0.0767305943753792,0.4701860249042511,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00014,Track00014_9261000,train,210.0,216.0,6.0,0.03908341222549447,0.10348595678806305,0.05121730455624681,0.22221782803535461,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00019,Track00019_9657900,train,219.0,225.0,6.0,0.04738461844034888,0.37174829840660095,0.07536116137468123,0.3524395823478699,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00017,Track00017_13494600,train,306.0,312.0,6.0,0.01610949927244228,0.31249263882637024,0.05254230176403277,0.4771476686000824,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00014,Track00014_661500,train,15.0,21.0,6.0,0.047950185343190434,0.30812060832977295,0.061965125254116814,0.3525230586528778,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00007,Track00007_1984500,train,45.0,51.0,6.0,0.08240088544610778,0.6495158672332764,0.07408638245959909,0.42565208673477173,,,0,,,,,,,0,0,1,segments/slakh/Track00007/Track00007_1984500/situation.npy,"(32,)",True,-0.7998392581939697,1.2849807739257812,0.31423163414001465,0.4139629900455475,1,segments/slakh/Track00007/Track00007_1984500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.28078749775886536,0.2523905038833618,0,,,,,,,,1,segments/slakh/Track00007/Track00007_1984500/renderer_target.npy,"(599, 882)",True,-0.42565208673477173,0.3437657654285431,-9.954946290235966e-05,0.07408776134252548,0,,,,,,,,,,60,60,1,
slakh,Track00012,Track00012_7276500,train,165.0,171.0,6.0,0.07374109061001495,0.6420292258262634,0.06039523616450681,0.37554019689559937,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00019,Track00019_6350400,train,144.0,150.0,6.0,0.07884941004637151,0.4309634864330292,0.07988103809516325,0.5337368845939636,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00007,Track00007_7673400,train,174.0,180.0,6.0,0.07184124801339088,0.6361615657806396,0.0652423581239833,0.5192164182662964,,,0,,,,,,,0,0,1,segments/slakh/Track00007/Track00007_7673400/situation.npy,"(32,)",True,-0.7998392581939697,1.4772447347640991,0.33101335167884827,0.4394891858100891,1,segments/slakh/Track00007/Track00007_7673400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.2764473855495453,0.2720871865749359,0,,,,,,,,1,segments/slakh/Track00007/Track00007_7673400/renderer_target.npy,"(599, 882)",True,-0.5192164182662964,0.3725444972515106,-0.00012512081593740731,0.06527188420295715,0,,,,,,,,,,60,60,1,
slakh,Track00002,Track00002_1190700,test,27.0,33.0,6.0,0.0554289700521677,0.44018176198005676,0.05163921639248577,0.3926096260547638,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00012,Track00012_4498200,train,102.0,108.0,6.0,0.06185311770462429,0.5328647494316101,0.0766056348986995,0.5010488033294678,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00015,Track00015_793800,test,18.0,24.0,6.0,0.06167897616269933,0.6390112042427063,0.07239794784118321,0.36295440793037415,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00005,Track00005_3439800,train,78.0,84.0,6.0,0.046726070472279536,0.3855845630168915,0.058189140439144596,0.28984180092811584,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00014,Track00014_11377800,train,258.0,264.0,6.0,0.07038032574190634,0.7740711569786072,0.09555242766458119,0.6116246581077576,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00020,Track00020_13097700,val,297.0,303.0,6.0,0.05419567730134406,0.5498412847518921,0.06270414347081893,0.36292198300361633,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00014,Track00014_264600,train,6.0,12.0,6.0,0.0535796624193699,0.3065054714679718,0.053609174391560224,0.3077581822872162,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00008,Track00008_9657900,train,219.0,225.0,6.0,0.06537912877026825,0.5440274477005005,0.08696353934050445,0.34338510036468506,,,0,,,,,,,0,0,1,segments/slakh/Track00008/Track00008_9657900/situation.npy,"(32,)",True,-0.7924768328666687,1.264802098274231,0.34415650367736816,0.4483407139778137,1,segments/slakh/Track00008/Track00008_9657900/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.34434112906455994,0.2625390887260437,0,,,,,,,,1,segments/slakh/Track00008/Track00008_9657900/renderer_target.npy,"(599, 882)",True,-0.34338510036468506,0.33105844259262085,0.00015633972361683846,0.0870024710893631,0,,,,,,,,,,60,60,1,
slakh,Track00003,Track00003_3969000,train,90.0,96.0,6.0,0.06789931098383543,0.4514867067337036,0.06510099932479242,0.38075166940689087,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00009,Track00009_6482700,train,147.0,153.0,6.0,0.08317784830661185,0.5778804421424866,0.0898624909694707,0.4497981369495392,,,0,,,,,,,0,0,1,segments/slakh/Track00009/Track00009_6482700/situation.npy,"(32,)",True,-0.9969173073768616,1.4420437812805176,0.27793121337890625,0.446882039308548,1,segments/slakh/Track00009/Track00009_6482700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3276935815811157,0.2723506987094879,0,,,,,,,,1,segments/slakh/Track00009/Track00009_6482700/renderer_target.npy,"(599, 882)",True,-0.4497981369495392,0.44404080510139465,-0.0002168076898669824,0.08989528566598892,0,,,,,,,,,,60,60,1,
slakh,Track00011,Track00011_4498200,train,102.0,108.0,6.0,0.05349071078173965,0.27286219596862793,0.08263379199793697,0.3751501441001892,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00020,Track00020_6350400,val,144.0,150.0,6.0,0.049835334258148276,0.4673648178577423,0.06887463938506441,0.4154872000217438,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00001,Track00001_6482700,train,147.0,153.0,6.0,0.06986977722235933,0.48309600353240967,0.07224199484918581,0.3825019896030426,,,0,,,,,,,0,0,1,segments/slakh/Track00001/Track00001_6482700/situation.npy,"(32,)",True,0.0,0.996492862701416,0.3775039315223694,0.31030309200286865,1,segments/slakh/Track00001/Track00001_6482700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.29176419973373413,0.2255401611328125,0,,,,,,,,1,segments/slakh/Track00001/Track00001_6482700/renderer_target.npy,"(599, 882)",True,-0.35117873549461365,0.3825019896030426,-0.00013600259262602776,0.07222211360931396,0,,,,,,,,,,60,60,1,
slakh,Track00018,Track00018_5292000,val,120.0,126.0,6.0,0.07909266616775441,0.42459478974342346,0.047798248385819905,0.25466132164001465,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00008,Track00008_11113200,train,252.0,258.0,6.0,0.009609363056204596,0.05804930999875069,0.03756049469842856,0.2418374866247177,,,0,,,,,,,0,0,1,segments/slakh/Track00008/Track00008_11113200/situation.npy,"(32,)",True,-0.6156615018844604,0.9873015880584717,0.3695979714393616,0.3703082501888275,1,segments/slakh/Track00008/Track00008_11113200/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.2877345383167267,0.29902341961860657,0,,,,,,,,1,segments/slakh/Track00008/Track00008_11113200/renderer_target.npy,"(599, 882)",True,-0.23942407965660095,0.2418374866247177,-0.00010014602594310418,0.037539269775152206,0,,,,,,,,,,60,60,1,
slakh,Track00013,Track00013_7673400,train,174.0,180.0,6.0,0.061807601552974746,0.3524274230003357,0.0,0.0,,,0,,,,,,,1,1,1,segments/slakh/Track00013/Track00013_7673400/situation.npy,"(32,)",True,-0.9727586507797241,1.1315356492996216,0.3607468605041504,0.4148130416870117,1,segments/slakh/Track00013/Track00013_7673400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.1428571492433548,0.3499270975589752,0,,,,,,,,1,segments/slakh/Track00013/Track00013_7673400/renderer_target.npy,"(599, 882)",True,0.0,0.0,0.0,0.0,0,,,,,,,,,,60,60,1,All-zero renderer target
slakh,Track00018,Track00018_2910600,val,66.0,72.0,6.0,0.06940349429600152,0.37690284848213196,0.0367698199709072,0.2828242778778076,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
slakh,Track00019,Track00019_1323000,train,30.0,36.0,6.0,0.07525392554403904,0.4469309151172638,0.04997162796971612,0.2240484356880188,,,0,,,,,,,0,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,60,0,0,Missing situation.npy; Missing intent_targets.npy; Missing renderer_target.npy
