dataset,track_id,segment_id,split,start_s,end_s,duration_s,x_audio_path,y_audio_path,has_situation,situation_path,situation_shape,situation_is_finite,situation_min,situation_max,situation_mean,situation_std,has_intent_targets,intent_targets_path,intent_targets_shape,intent_targets_is_finite,intent_targets_min,intent_targets_max,intent_targets_mean,intent_targets_std,has_intent_pred,intent_pred_path,intent_pred_shape,intent_pred_is_finite,intent_pred_min,intent_pred_max,intent_pred_mean,intent_pred_std,has_renderer_target,renderer_target_path,renderer_target_shape,renderer_target_is_finite,renderer_target_min,renderer_target_max,renderer_target_mean,renderer_target_std,has_renderer_tokens,renderer_tokens_path,renderer_tokens_shape,renderer_tokens_is_finite,renderer_tokens_min,renderer_tokens_max,renderer_tokens_mean,renderer_tokens_std,token_min_id,token_max_id,y_hat_path,has_y_hat,expected_intent_frames,actual_intent_frames,renderer_target_all_zero,alignment_ok,notes
slakh,Track00013,Track00013_8731800,UNKNOWN,198.0,204.0,6.0,segments/slakh/Track00013/Track00013_8731800/x.wav,segments/slakh/Track00013/Track00013_8731800/y.wav,1,segments/slakh/Track00013/Track00013_8731800/situation.npy,"(32,)",True,-0.9727586507797241,0.9893617033958435,0.3117105960845947,0.3737088739871979,1,segments/slakh/Track00013/Track00013_8731800/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.258023738861084,0.21386563777923584,0,,,,,,,,1,segments/slakh/Track00013/Track00013_8731800/renderer_target.npy,"(599, 882)",True,-0.22852304577827454,0.2391767054796219,-0.0002348402194911614,0.04560704156756401,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00001,Track00001_661500,UNKNOWN,15.0,21.0,6.0,segments/slakh/Track00001/Track00001_661500/x.wav,segments/slakh/Track00001/Track00001_661500/y.wav,1,segments/slakh/Track00001/Track00001_661500/situation.npy,"(32,)",True,0.0,0.996492862701416,0.38799476623535156,0.32242074608802795,1,segments/slakh/Track00001/Track00001_661500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.28230738639831543,0.23797684907913208,0,,,,,,,,1,segments/slakh/Track00001/Track00001_661500/renderer_target.npy,"(599, 882)",True,-0.3500535786151886,0.37574413418769836,-0.00010170351015403867,0.0784427672624588,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00008,Track00008_1058400,UNKNOWN,24.0,30.0,6.0,segments/slakh/Track00008/Track00008_1058400/x.wav,segments/slakh/Track00008/Track00008_1058400/y.wav,1,segments/slakh/Track00008/Track00008_1058400/situation.npy,"(32,)",True,-0.7847993969917297,1.3937721252441406,0.3177034854888916,0.43607765436172485,1,segments/slakh/Track00008/Track00008_1058400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.32711562514305115,0.23910528421401978,0,,,,,,,,1,segments/slakh/Track00008/Track00008_1058400/renderer_target.npy,"(599, 882)",True,-0.3366261124610901,0.28435203433036804,-0.0002712054701987654,0.07816080749034882,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00020,Track00020_1323000,UNKNOWN,30.0,36.0,6.0,segments/slakh/Track00020/Track00020_1323000/x.wav,segments/slakh/Track00020/Track00020_1323000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00006,Track00006_5821200,UNKNOWN,132.0,138.0,6.0,segments/slakh/Track00006/Track00006_5821200/x.wav,segments/slakh/Track00006/Track00006_5821200/y.wav,1,segments/slakh/Track00006/Track00006_5821200/situation.npy,"(32,)",True,-0.9727586507797241,1.3611478805541992,0.38100409507751465,0.4460975229740143,1,segments/slakh/Track00006/Track00006_5821200/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3337922990322113,0.26961806416511536,0,,,,,,,,1,segments/slakh/Track00006/Track00006_5821200/renderer_target.npy,"(599, 882)",True,-0.4617471396923065,0.43067219853401184,-0.0002532418875489384,0.10066672414541245,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00016,Track00016_3572100,UNKNOWN,81.0,87.0,6.0,segments/slakh/Track00016/Track00016_3572100/x.wav,segments/slakh/Track00016/Track00016_3572100/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00010,Track00010_3307500,UNKNOWN,75.0,81.0,6.0,segments/slakh/Track00010/Track00010_3307500/x.wav,segments/slakh/Track00010/Track00010_3307500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00020,Track00020_6615000,UNKNOWN,150.0,156.0,6.0,segments/slakh/Track00020/Track00020_6615000/x.wav,segments/slakh/Track00020/Track00020_6615000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00008,Track00008_2381400,UNKNOWN,54.0,60.0,6.0,segments/slakh/Track00008/Track00008_2381400/x.wav,segments/slakh/Track00008/Track00008_2381400/y.wav,1,segments/slakh/Track00008/Track00008_2381400/situation.npy,"(32,)",True,-0.7847993969917297,1.2749491930007935,0.40561389923095703,0.42527511715888977,1,segments/slakh/Track00008/Track00008_2381400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.36702224612236023,0.24739839136600494,0,,,,,,,,1,segments/slakh/Track00008/Track00008_2381400/renderer_target.npy,"(599, 882)",True,-0.3210406005382538,0.34090012311935425,0.00011100088886450976,0.07474412769079208,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00020,Track00020_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00020/Track00020_3836700/x.wav,segments/slakh/Track00020/Track00020_3836700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00013,Track00013_264600,UNKNOWN,6.0,12.0,6.0,segments/slakh/Track00013/Track00013_264600/x.wav,segments/slakh/Track00013/Track00013_264600/y.wav,1,segments/slakh/Track00013/Track00013_264600/situation.npy,"(32,)",True,-0.9727586507797241,1.217939853668213,0.42098402976989746,0.4465658962726593,1,segments/slakh/Track00013/Track00013_264600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.24948695302009583,0.2560961842536926,0,,,,,,,,1,segments/slakh/Track00013/Track00013_264600/renderer_target.npy,"(599, 882)",True,-0.21498431265354156,0.2053443044424057,-0.00011383961100364104,0.046424128115177155,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00006,Track00006_661500,UNKNOWN,15.0,21.0,6.0,segments/slakh/Track00006/Track00006_661500/x.wav,segments/slakh/Track00006/Track00006_661500/y.wav,1,segments/slakh/Track00006/Track00006_661500/situation.npy,"(32,)",True,-0.9727586507797241,1.1065285205841064,0.25411927700042725,0.4219871759414673,1,segments/slakh/Track00006/Track00006_661500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3856620490550995,0.23867464065551758,0,,,,,,,,1,segments/slakh/Track00006/Track00006_661500/renderer_target.npy,"(599, 882)",True,-0.3562433123588562,0.3541511595249176,-0.00015468188212253153,0.07793673872947693,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00006,Track00006_2910600,UNKNOWN,66.0,72.0,6.0,segments/slakh/Track00006/Track00006_2910600/x.wav,segments/slakh/Track00006/Track00006_2910600/y.wav,1,segments/slakh/Track00006/Track00006_2910600/situation.npy,"(32,)",True,-0.7847993969917297,1.3495343923568726,0.32756859064102173,0.411300927400589,1,segments/slakh/Track00006/Track00006_2910600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.33430153131484985,0.20502535998821259,0,,,,,,,,1,segments/slakh/Track00006/Track00006_2910600/renderer_target.npy,"(599, 882)",True,-0.4704529643058777,0.36036697030067444,-0.00013489462435245514,0.06749572604894638,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00010,Track00010_1852200,UNKNOWN,42.0,48.0,6.0,segments/slakh/Track00010/Track00010_1852200/x.wav,segments/slakh/Track00010/Track00010_1852200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00015,Track00015_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00015/Track00015_3836700/x.wav,segments/slakh/Track00015/Track00015_3836700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00012,Track00012_3439800,UNKNOWN,78.0,84.0,6.0,segments/slakh/Track00012/Track00012_3439800/x.wav,segments/slakh/Track00012/Track00012_3439800/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00012,Track00012_7938000,UNKNOWN,180.0,186.0,6.0,segments/slakh/Track00012/Track00012_7938000/x.wav,segments/slakh/Track00012/Track00012_7938000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00014,Track00014_9261000,UNKNOWN,210.0,216.0,6.0,segments/slakh/Track00014/Track00014_9261000/x.wav,segments/slakh/Track00014/Track00014_9261000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00019,Track00019_9657900,UNKNOWN,219.0,225.0,6.0,segments/slakh/Track00019/Track00019_9657900/x.wav,segments/slakh/Track00019/Track00019_9657900/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00017,Track00017_13494600,UNKNOWN,306.0,312.0,6.0,segments/slakh/Track00017/Track00017_13494600/x.wav,segments/slakh/Track00017/Track00017_13494600/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00014,Track00014_661500,UNKNOWN,15.0,21.0,6.0,segments/slakh/Track00014/Track00014_661500/x.wav,segments/slakh/Track00014/Track00014_661500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00007,Track00007_1984500,UNKNOWN,45.0,51.0,6.0,segments/slakh/Track00007/Track00007_1984500/x.wav,segments/slakh/Track00007/Track00007_1984500/y.wav,1,segments/slakh/Track00007/Track00007_1984500/situation.npy,"(32,)",True,-0.7998392581939697,1.2849807739257812,0.31423163414001465,0.4139629900455475,1,segments/slakh/Track00007/Track00007_1984500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.28078749775886536,0.2523905038833618,0,,,,,,,,1,segments/slakh/Track00007/Track00007_1984500/renderer_target.npy,"(599, 882)",True,-0.42565208673477173,0.3437657654285431,-9.954946290235966e-05,0.07408776134252548,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00012,Track00012_7276500,UNKNOWN,165.0,171.0,6.0,segments/slakh/Track00012/Track00012_7276500/x.wav,segments/slakh/Track00012/Track00012_7276500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00019,Track00019_6350400,UNKNOWN,144.0,150.0,6.0,segments/slakh/Track00019/Track00019_6350400/x.wav,segments/slakh/Track00019/Track00019_6350400/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00007,Track00007_7673400,UNKNOWN,174.0,180.0,6.0,segments/slakh/Track00007/Track00007_7673400/x.wav,segments/slakh/Track00007/Track00007_7673400/y.wav,1,segments/slakh/Track00007/Track00007_7673400/situation.npy,"(32,)",True,-0.7998392581939697,1.4772447347640991,0.33101335167884827,0.4394891858100891,1,segments/slakh/Track00007/Track00007_7673400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.2764473855495453,0.2720871865749359,0,,,,,,,,1,segments/slakh/Track00007/Track00007_7673400/renderer_target.npy,"(599, 882)",True,-0.5192164182662964,0.3725444972515106,-0.00012512081593740731,0.06527188420295715,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00002,Track00002_1190700,UNKNOWN,27.0,33.0,6.0,segments/slakh/Track00002/Track00002_1190700/x.wav,segments/slakh/Track00002/Track00002_1190700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00012,Track00012_4498200,UNKNOWN,102.0,108.0,6.0,segments/slakh/Track00012/Track00012_4498200/x.wav,segments/slakh/Track00012/Track00012_4498200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00015,Track00015_793800,UNKNOWN,18.0,24.0,6.0,segments/slakh/Track00015/Track00015_793800/x.wav,segments/slakh/Track00015/Track00015_793800/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00005,Track00005_3439800,UNKNOWN,78.0,84.0,6.0,segments/slakh/Track00005/Track00005_3439800/x.wav,segments/slakh/Track00005/Track00005_3439800/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00014,Track00014_11377800,UNKNOWN,258.0,264.0,6.0,segments/slakh/Track00014/Track00014_11377800/x.wav,segments/slakh/Track00014/Track00014_11377800/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00020,Track00020_13097700,UNKNOWN,297.0,303.0,6.0,segments/slakh/Track00020/Track00020_13097700/x.wav,segments/slakh/Track00020/Track00020_13097700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00014,Track00014_264600,UNKNOWN,6.0,12.0,6.0,segments/slakh/Track00014/Track00014_264600/x.wav,segments/slakh/Track00014/Track00014_264600/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00008,Track00008_9657900,UNKNOWN,219.0,225.0,6.0,segments/slakh/Track00008/Track00008_9657900/x.wav,segments/slakh/Track00008/Track00008_9657900/y.wav,1,segments/slakh/Track00008/Track00008_9657900/situation.npy,"(32,)",True,-0.7924768328666687,1.264802098274231,0.34415650367736816,0.4483407139778137,1,segments/slakh/Track00008/Track00008_9657900/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.34434112906455994,0.2625390887260437,0,,,,,,,,1,segments/slakh/Track00008/Track00008_9657900/renderer_target.npy,"(599, 882)",True,-0.34338510036468506,0.33105844259262085,0.00015633972361683846,0.0870024710893631,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00003,Track00003_3969000,UNKNOWN,90.0,96.0,6.0,segments/slakh/Track00003/Track00003_3969000/x.wav,segments/slakh/Track00003/Track00003_3969000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00009,Track00009_6482700,UNKNOWN,147.0,153.0,6.0,segments/slakh/Track00009/Track00009_6482700/x.wav,segments/slakh/Track00009/Track00009_6482700/y.wav,1,segments/slakh/Track00009/Track00009_6482700/situation.npy,"(32,)",True,-0.9969173073768616,1.4420437812805176,0.27793121337890625,0.446882039308548,1,segments/slakh/Track00009/Track00009_6482700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3276935815811157,0.2723506987094879,0,,,,,,,,1,segments/slakh/Track00009/Track00009_6482700/renderer_target.npy,"(599, 882)",True,-0.4497981369495392,0.44404080510139465,-0.0002168076898669824,0.08989528566598892,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00011,Track00011_4498200,UNKNOWN,102.0,108.0,6.0,segments/slakh/Track00011/Track00011_4498200/x.wav,segments/slakh/Track00011/Track00011_4498200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00020,Track00020_6350400,UNKNOWN,144.0,150.0,6.0,segments/slakh/Track00020/Track00020_6350400/x.wav,segments/slakh/Track00020/Track00020_6350400/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00001,Track00001_6482700,UNKNOWN,147.0,153.0,6.0,segments/slakh/Track00001/Track00001_6482700/x.wav,segments/slakh/Track00001/Track00001_6482700/y.wav,1,segments/slakh/Track00001/Track00001_6482700/situation.npy,"(32,)",True,0.0,0.996492862701416,0.3775039315223694,0.31030309200286865,1,segments/slakh/Track00001/Track00001_6482700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.29176419973373413,0.2255401611328125,0,,,,,,,,1,segments/slakh/Track00001/Track00001_6482700/renderer_target.npy,"(599, 882)",True,-0.35117873549461365,0.3825019896030426,-0.00013600259262602776,0.07222211360931396,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00018,Track00018_5292000,UNKNOWN,120.0,126.0,6.0,segments/slakh/Track00018/Track00018_5292000/x.wav,segments/slakh/Track00018/Track00018_5292000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00008,Track00008_11113200,UNKNOWN,252.0,258.0,6.0,segments/slakh/Track00008/Track00008_11113200/x.wav,segments/slakh/Track00008/Track00008_11113200/y.wav,1,segments/slakh/Track00008/Track00008_11113200/situation.npy,"(32,)",True,-0.6156615018844604,0.9873015880584717,0.3695979714393616,0.3703082501888275,1,segments/slakh/Track00008/Track00008_11113200/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.2877345383167267,0.29902341961860657,0,,,,,,,,1,segments/slakh/Track00008/Track00008_11113200/renderer_target.npy,"(599, 882)",True,-0.23942407965660095,0.2418374866247177,-0.00010014602594310418,0.037539269775152206,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00013,Track00013_7673400,UNKNOWN,174.0,180.0,6.0,segments/slakh/Track00013/Track00013_7673400/x.wav,segments/slakh/Track00013/Track00013_7673400/y.wav,1,segments/slakh/Track00013/Track00013_7673400/situation.npy,"(32,)",True,-0.9727586507797241,1.1315356492996216,0.3607468605041504,0.4148130416870117,1,segments/slakh/Track00013/Track00013_7673400/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.1428571492433548,0.3499270975589752,0,,,,,,,,1,segments/slakh/Track00013/Track00013_7673400/renderer_target.npy,"(599, 882)",True,0.0,0.0,0.0,0.0,0,,,,,,,,,,,0,60,60,1,1,All-zero renderer target
slakh,Track00018,Track00018_2910600,UNKNOWN,66.0,72.0,6.0,segments/slakh/Track00018/Track00018_2910600/x.wav,segments/slakh/Track00018/Track00018_2910600/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00019,Track00019_1323000,UNKNOWN,30.0,36.0,6.0,segments/slakh/Track00019/Track00019_1323000/x.wav,segments/slakh/Track00019/Track00019_1323000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
